b0,b1,b2,b3,b4,b5
228,203,75,191,51,42
31,252,19,0,98,248
15,72,193,147,94,62
241,54,41,175,116,120
149,44,214,12,252,113
248,109,176,206,219,159
173,175,8,216,153,93
215,225,84,67,32,42
125,4,28,72,163,107
81,118,48,165,119,145
133,78,188,131,162,116
105,93,46,97,76,191
35,242,29,97,211,71
52,242,223,57,205,30
247,203,41,71,60,98
222,111,77,62,147,206
38,231,181,235,203,18
39,58,213,222,140,21
37,226,13,147,81,222
240,181,41,147,12,126
249,236,40,242,228,89
203,169,247,40,113,92
77,161,107,217,38,37
237,245,146,209,30,204
171,47,240,60,129,134
116,60,253,38,120,77
252,203,208,127,36,140
29,181,227,91,19,113
186,245,186,137,26,133
107,132,134,44,180,244
243,57,57,254,238,240
42,169,132,0,124,160
12,113,1,237,168,50
216,71,205,202,199,215
14,196,89,174,169,248
160,112,209,13,156,169
223,112,117,21,141,10
29,201,19,87,106,240
86,9,136,113,125,77
164,67,217,170,101,248
31,144,195,14,158,121
167,60,249,222,120,245
60,217,14,125,233,188
82,122,104,220,158,93
119,57,69,94,226,129
43,68,44,50,164,231
193,187,198,58,166,246
129,233,100,50,103,167
223,201,197,7,118,136
213,101,92,7,129,96
204,39,31,229,219,3
149,184,110,26,206,179
143,163,237,137,98,221
103,77,71,211,194,196
230,78,187,251,162,160
169,65,16,98,42,143
84,5,144,32,158,133
23,36,138,93,181,25
91,11,225,185,35,58
237,126,138,196,37,14
165,137,161,157,121,63
68,238,18,186,178,194
131,206,68,103,186,175
202,128,135,4,20,216
162,61,209,86,84,160
120,49,12,199,169,254
200,112,47,77,132,147
220,182,229,115,107,133
246,44,145,116,246,165
57,97,142,231,61,171
222,88,37,57,197,142
246,157,169,103,88,103
209,207,196,183,134,179
76,227,243,251,97,224
183,51,19,95,250,241
0,137,168,21,120,66
4,202,80,191,24,146
27,214,211,164,108,233
174,250,120,168,156,208
87,124,136,84,117,72
45,3,68,200,114,191
77,194,19,214,82,228
120,203,172,223,40,253
28,88,75,105,203,54
119,63,125,94,20,65
50,42,47,212,20,132
34,52,165,87,49,128
95,188,9,10,97,105
31,38,107,29,254,59
80,54,176,135,99,148
215,110,60,86,182,104
99,126,79,116,59,149
38,174,13,224,177,211
19,180,250,235,56,138
62,213,22,44,10,116
225,29,59,43,78,188
51,162,103,233,95,194
97,6,95,40,249,28
88,235,105,218,54,117
151,125,30,84,75,56
43,62,196,62,46,166
52,161,247,49,49,95
175,161,8,137,41,85
108,96,6,239,0,234
152,26,7,195,144,198
110,158,254,167,40,33
220,69,53,106,143,6
5,152,240,159,217,151
5,254,88,144,57,214
134,244,100,233,47,186
108,138,158,245,7,41
8,220,105,93,110,97
70,191,34,226,29,75
83,67,48,242,127,153
220,15,245,97,129,7
60,40,222,100,93,63
169,78,8,99,177,79
107,163,150,41,110,116
102,189,47,226,76,131
91,244,113,161,45,185
44,218,236,253,138,248
93,8,201,73,95,99
97,23,119,42,85,92
24,1,99,192,39,102
5,215,240,148,65,150
42,62,116,22,61,34
118,77,93,123,193,68
166,34,177,245,67,177
2,107,168,94,40,73
52,75,111,43,54,156
63,103,102,23,215,242
68,65,218,170,53,128
23,28,2,91,96,89
183,9,251,89,112,177
229,147,179,158,235,239
42,34,156,21,71,98
2,215,80,76,80,139
232,149,34,86,13,88
113,193,205,182,55,219
119,69,181,82,155,0
199,184,30,202,195,47
14,124,153,188,119,250
109,64,158,194,23,46
82,92,184,217,114,221
229,205,83,151,192,238
70,26,186,243,130,137
236,69,114,234,133,202
4,151,16,182,90,147
121,134,244,252,233,56
122,110,204,158,175,247
32,129,93,20,33,74
37,35,21,141,122,29
196,147,86,182,240,99
105,143,118,125,149,124
94,4,105,48,174,111
144,190,142,146,37,166
213,153,236,31,242,227
1,203,120,55,52,199
95,62,209,30,44,171
52,240,63,57,134,30
252,243,40,121,252,76
240,107,249,142,32,253
181,24,91,11,201,185
39,122,237,212,138,212
53,12,39,9,229,217
115,149,229,238,19,146
178,238,195,202,174,103
0,191,216,18,5,194
208,150,76,150,123,246
124,161,124,113,36,109
173,174,216,216,173,221
208,213,84,156,0,55
96,7,87,0,208,88
28,137,195,117,118,117
5,125,8,132,73,84
171,96,48,55,7,135
88,204,209,223,252,181
0,115,8,13,249,65
208,226,52,155,87,55
176,95,75,137,19,45
106,252,198,8,126,241
76,41,163,228,121,99
172,231,104,251,214,88
164,121,209,172,244,184
249,50,216,239,205,218
135,213,132,196,28,190
163,114,33,117,213,37
20,13,138,33,221,21
53,74,15,3,17,152
122,191,204,130,7,244
80,193,40,158,44,87
52,232,95,58,73,30
155,107,39,182,61,203
118,87,53,120,95,4
201,24,191,107,210,22
36,210,117,188,221,26
125,75,156,67,47,106
124,150,28,118,115,109
125,246,196,81,110,168
166,160,81,225,8,179
41,83,252,96,224,111
27,14,155,185,167,170
249,200,8,247,65,89
82,33,224,213,51,28
15,251,97,128,183,60
19,94,98,241,63,73
174,19,120,178,244,211
201,60,231,110,123,214
188,164,98,113,175,93
184,145,90,214,161,140
97,61,239,46,82,156
184,199,114,222,213,205
44,23,204,226,71,251
90,192,177,142,19,189
178,234,91,202,25,167
19,249,218,224,245,139
25,29,59,235,78,162
51,161,87,233,32,66
109,10,94,201,25,47
107,236,150,34,246,117
73,125,3,100,72,119
171,77,72,51,195,71
230,114,195,253,206,96
87,191,8,74,25,75
19,227,58,227,126,139
116,37,53,37,143,13
157,153,223,95,245,17
1,10,168,41,0,68
104,10,174,65,0,186
40,18,148,66,198,42
78,244,27,169,35,168
109,104,78,198,75,174
251,40,168,188,80,82
104,136,222,85,93,56
1,78,192,35,174,5
104,176,134,83,148,248
238,56,218,182,221,131
109,92,118,193,109,110
38,198,181,238,227,18
171,122,192,52,142,7
53,176,223,27,157,27
175,75,168,147,40,86
252,72,104,107,78,78
51,187,183,234,171,66
0,50,80,7,216,128
197,212,30,148,35,38
37,125,245,132,81,28
168,171,112,80,53,136
135,29,84,219,64,61
178,6,91,208,249,164
152,249,183,216,251,69
216,178,149,211,198,20
230,242,59,233,214,162
116,97,93,47,33,76
157,35,247,77,97,83
199,32,230,221,27,237
75,162,195,41,78,124
99,188,111,106,110,150
30,166,115,33,253,253
48,80,79,136,139,141
85,45,192,12,214,1
252,112,48,109,135,142
220,205,173,127,216,196
5,222,160,149,33,22
13,42,113,204,29,183
227,91,67,113,178,117
187,221,26,165,75,129
131,44,60,124,230,108
123,254,236,160,42,241
4,9,168,161,120,81
36,200,173,191,80,218
16,157,146,151,94,198
81,46,248,172,168,208
240,92,153,137,119,253
101,64,71,130,10,204
81,15,232,169,130,80
124,88,140,105,213,238
116,18,189,34,194,77
78,91,195,185,166,106
249,254,8,240,49,89
135,161,252,201,48,127
111,140,22,141,226,101
211,95,148,241,14,57
169,182,248,123,104,204
182,95,243,121,1,244
232,49,58,71,174,154
200,167,143,81,205,144
183,222,147,69,38,242
141,233,197,210,118,148
221,102,61,71,246,66
193,122,78,36,155,181
183,171,27,72,59,179
70,171,242,224,33,203
5,55,56,143,94,213
145,44,30,172,227,32
251,125,24,180,75,211
43,36,252,61,184,102
90,207,249,143,128,253
140,24,93,227,201,83
103,96,247,215,25,68
91,226,169,163,64,121
114,12,229,209,251,148
176,174,51,144,183,238
147,66,166,242,65,233
218,50,117,151,221,30
69,75,58,131,62,132
126,36,172,53,176,231
27,155,219,175,165,168
137,152,85,127,200,4
7,64,160,210,17,28
210,171,124,192,52,126
7,44,48,220,231,157
123,207,68,167,146,177
206,195,183,174,107,72
190,51,82,55,240,215
65,156,82,63,104,214
22,92,114,121,109,220
230,213,123,236,4,162
224,177,75,19,163,58
233,126,138,100,37,31
165,139,9,157,57,127
78,228,19,171,162,232
41,74,68,99,26,175
123,128,148,172,22,48
226,119,155,93,79,177
67,139,162,109,41,94
204,97,47,239,44,130
156,244,71,121,42,212
236,12,58,225,230,139
51,229,63,227,142,3
109,176,118,219,141,109
173,198,216,214,237,220
106,213,110,12,6,177
224,227,179,27,107,251
182,32,171,117,16,53
10,135,9,4,217,104
189,230,82,83,248,216
224,221,219,29,85,187
64,26,178,3,131,208
108,100,142,239,181,170
139,24,5,59,192,142
166,21,161,242,25,49
211,239,180,226,139,59
69,62,178,142,35,197
181,102,155,7,231,184
195,202,222,103,13,63
217,206,5,247,176,145
75,150,163,46,97,124
191,36,114,29,173,211
88,212,241,220,57,181
102,251,7,232,184,194
82,222,88,205,57,223
206,245,7,169,8,200
105,95,78,97,19,191
42,234,28,10,19,97
18,247,42,201,92,15
97,97,151,39,62,93
222,57,85,54,224,15
107,1,150,56,62,118
198,61,110,246,70,169
122,224,100,139,15,181
57,139,14,253,57,168
78,248,75,168,203,40
95,60,73,30,107,107
62,54,62,55,118,55
85,119,80,5,80,128
128,148,20,22,34,34
117,85,93,0,1,72
0,35,64,5,114,0
133,208,20,148,130,54
52,87,119,40,85,92
72,1,107,64,38,50
5,247,208,145,68,150
162,182,97,67,127,34
116,29,93,35,65,77
114,35,197,213,102,148
7,230,32,195,245,30
97,11,63,41,62,28
110,51,110,183,246,163
65,97,114,39,37,213
221,148,21,94,34,1
53,80,47,0,132,152
20,183,194,51,70,87
242,248,65,200,202,55
95,23,81,26,80,171
152,144,47,214,132,132
100,180,175,179,48,139
255,149,32,14,13,1
177,200,59,183,70,171
82,224,48,203,7,159
56,207,30,223,155,45
15,188,201,138,127,125
28,20,75,98,43,55
84,63,80,38,16,133
242,148,145,198,54,182
247,99,105,87,118,96
85,127,8,4,25,64
163,226,17,99,82,167
112,193,213,158,52,31
55,35,31,93,123,17
68,186,162,178,129,67
196,34,102,165,95,225
129,3,60,40,126,100
76,63,171,230,8,35
241,69,97,162,135,57
68,222,226,189,43,66
76,50,91,231,217,163
197,249,102,144,231,230
155,195,231,166,99,201
255,103,112,23,213,130
68,28,90,163,105,129
118,124,37,124,101,132
111,156,174,143,112,165
149,145,158,30,191,51
34,31,253,83,0,64
248,10,24,193,19,222
42,229,52,11,143,33
45,157,44,223,76,253
19,248,74,224,203,11
31,57,59,30,238,187
42,162,188,1,66,96
34,95,5,89,24,129
235,212,50,36,39,213
165,196,25,150,163,254
97,96,63,39,6,29
216,243,85,217,240,21
241,130,17,188,82,186
104,194,158,94,71,57
58,222,238,141,42,165
204,1,151,224,62,67
6,58,120,246,156,217
103,125,231,212,83,196
40,230,164,91,225,169
163,56,121,126,204,228
47,251,164,128,169,180
16,123,34,140,189,69
242,66,145,218,70,181
154,227,31,139,123,13
52,185,207,50,247,159
201,79,7,99,152,215
111,220,86,133,104,100
134,79,180,251,139,56
173,62,208,206,44,159
180,247,11,57,89,62
225,238,43,50,180,63
195,38,6,125,240,252
81,152,104,191,206,82
7,184,208,202,220,159
13,119,25,197,91,246
129,161,100,57,39,166
237,201,234,215,114,12
85,209,232,20,178,66
51,218,87,229,152,67
159,202,111,7,30,152
219,39,221,189,197,90
86,129,152,100,63,207
166,7,137,240,205,113
159,197,191,6,154,24
231,147,219,206,229,167
171,153,200,47,247,68
129,82,180,32,195,37
30,125,139,60,93,62
105,78,62,99,182,63
107,118,22,53,114,119
5,221,88,149,65,214
2,52,112,87,45,136
92,221,73,125,67,100
66,119,170,93,72,25
67,67,226,114,99,93
223,113,85,21,160,10
25,1,19,232,42,226
68,11,90,161,49,129
47,188,44,138,100,245
31,185,11,10,233,57
10,110,233,30,170,107
32,30,61,3,54,72
127,123,76,20,179,226
51,227,87,227,112,67
117,138,117,29,29,11
75,73,51,51,111,255
246,128,1,100,0,39
160,5,201,0,151,104
22,86,66,120,122,92
204,153,127,247,228,1
67,160,34,105,5,94
104,129,62,84,46,56
36,182,197,179,110,155
246,167,161,97,201,39
55,109,223,86,213,16
108,10,142,225,5,171
40,152,60,87,198,104
70,254,74,232,59,10
70,185,26,226,235,139
74,45,51,20,207,250
63,128,150,12,22,113
226,125,179,92,91,241
105,161,166,121,57,252
238,240,122,169,140,128
125,244,12,81,33,232
173,50,80,207,216,159
133,215,12,148,89,246
41,241,116,113,165,45
185,140,218,253,253,136
80,93,72,137,67,85
98,112,7,93,128,209
92,28,161,99,113,39
117,173,213,24,212,11
220,33,37,101,45,135
140,220,205,253,127,208
68,4,138,160,181,1
19,8,42,249,68,8
226,161,91,65,33,178
45,59,212,206,164,63
161,166,9,57,241,110
241,166,169,185,224,122
243,12,137,249,245,112
241,5,153,168,159,248
87,0,200,88,31,73
195,19,118,122,245,124
137,4,117,104,173,6
80,200,248,159,88,215
17,220,90,181,105,131
6,124,120,252,108,216
110,253,206,168,87,160
72,73,11,75,105,51
54,111,255,126,128,20
36,2,37,160,85,153
8,31,233,67,2,98
120,95,92,201,17,127
106,164,22,1,162,112
57,93,134,225,92,235
33,122,61,36,150,77
182,123,219,124,165,180
113,155,45,191,188,218
10,125,145,28,94,171
105,32,54,109,7,126
200,212,47,92,36,145
101,182,167,155,97,207
183,55,139,95,77,49
19,207,170,231,136,11
205,65,39,194,45,198
84,214,248,60,104,198
110,94,254,185,40,34
236,69,74,234,131,10
4,121,16,172,234,144
250,6,152,144,231,214
155,196,103,166,175,201
224,135,115,20,213,250
60,16,150,98,150,127
70,124,18,252,98,200
111,79,78,147,147,166
238,233,234,170,114,0
29,208,3,84,128,112
52,13,135,33,220,221
53,125,79,4,67,152
170,111,208,30,132,131
36,180,125,179,44,91
252,233,160,122,121,12
156,233,247,122,113,84
157,160,55,89,7,81
232,208,178,92,147,217
118,229,229,107,147,134
46,236,244,170,249,48
8,239,129,90,140,33
133,229,60,147,142,118
237,189,106,218,70,13
154,241,223,137,181,13
123,9,196,185,118,178
229,99,203,135,103,44
215,220,252,69,120,106
132,206,4,191,176,178
11,147,209,46,228,172
171,176,240,43,153,132
47,252,164,128,113,180
13,187,33,218,189,53
130,79,28,91,155,105
175,182,120,139,124,213
52,124,15,44,97,156
239,63,122,158,20,135
50,52,223,215,61,4
94,72,169,59,80,110
176,142,163,149,161,110
25,38,179,237,227,226
211,99,76,247,115,249
85,224,224,19,27,2
251,184,72,170,203,80
15,48,129,159,148,63
14,38,25,181,243,251
17,224,186,179,18,131
250,196,96,142,175,21
160,154,25,23,147,234
78,226,27,171,83,168
48,232,71,154,74,207
155,15,143,185,141,138
253,221,8,85,73,72
3,99,64,119,114,13
85,209,192,20,182,2
51,112,87,245,136,65
29,74,43,67,20,50
122,39,220,149,197,118
22,133,114,100,133,223
180,149,11,54,9,63
113,110,21,166,178,25
227,211,243,100,225,247
187,49,74,191,163,2
9,120,81,100,200,167
191,81,202,16,183,18
147,90,198,241,142,233
189,170,122,88,28,153
195,119,246,117,65,125
2,36,72,85,171,72
24,51,67,199,242,102
193,223,238,53,2,183
8,67,89,74,113,227
29,179,123,91,244,177
161,51,185,47,234,236
130,10,244,81,9,40
169,108,80,102,232,143
234,85,130,24,28,83
195,104,230,118,91,253
121,160,68,249,10,184
233,2,218,104,77,158
75,223,59,37,30,189
139,34,93,61,89,78
65,227,186,51,106,151
246,6,65,112,250,37
152,149,159,214,31,4
115,24,173,251,208,208
164,156,145,183,118,187
85,98,176,7,67,128
210,108,28,222,227,125
43,116,76,53,43,231
12,35,217,229,101,243
135,145,236,206,178,255
163,200,9,103,65,103
210,39,196,213,198,188
22,226,98,107,95,94
49,17,55,170,175,72
0,147,64,22,242,2
105,208,94,116,137,61
53,110,79,6,187,152
226,175,219,64,133,178
20,155,210,55,164,215
73,188,83,122,104,244
158,89,55,57,239,94
242,145,41,198,172,118
224,237,107,26,198,59
142,246,173,169,96,216
103,29,207,219,87,133
176,76,155,139,247,173
33,72,205,35,95,205
113,7,197,168,198,152
94,231,201,43,199,108
38,214,229,236,107,146
238,46,202,180,175,3
48,152,127,151,204,14
71,225,186,195,58,142
126,133,188,36,154,101
183,159,155,79,15,179
153,139,239,253,34,128
77,68,11,194,161,38
65,45,250,44,208,148
252,150,56,118,118,205
125,111,196,70,134,170
228,224,11,187,1,42
184,44,2,196,224,78
187,11,162,185,41,66
236,98,74,239,91,10
145,185,6,186,232,226
138,91,69,25,178,139
251,197,32,166,141,17
229,202,179,151,3,238
88,98,185,207,66,247
146,73,78,219,99,173
183,104,219,86,93,176
121,91,140,225,173,251
56,208,190,220,146,45
118,212,197,108,62,134
230,36,235,245,186,33
26,149,43,134,12,44
241,228,249,179,184,251
234,216,162,13,209,81
212,160,180,49,19,39
170,253,200,8,87,65
72,82,35,72,213,115
92,5,241,96,145,167
22,185,218,98,245,159
73,31,19,107,26,246
59,137,118,173,101,96
199,135,30,204,219,47
253,188,128,90,116,9
157,33,127,77,36,19
205,162,231,217,75,197
227,38,147,125,230,244
83,233,40,226,108,91
94,233,177,42,123,172
28,168,227,112,91,117
137,181,29,123,11,68
185,50,178,239,195,202
134,103,4,255,216,184
5,210,192,148,206,22
63,178,118,11,221,113
37,69,173,130,152,220
71,221,106,197,70,14
130,241,164,73,185,171
122,248,52,136,199,53
94,223,1,45,24,44
203,196,255,38,184,29
226,195,83,78,112,243
189,153,234,95,242,25
1,211,232,52,226,71
59,90,222,177,141,35
189,205,106,87,198,24
70,243,202,233,231,10
115,217,29,229,235,83
146,48,238,215,154,172
79,128,235,140,26,45
227,148,211,110,60,246
182,121,99,124,231,116
123,213,44,164,12,241
161,249,185,48,250,239
152,138,143,213,5,132
8,156,161,87,113,32
85,173,8,24,201,67
223,98,101,23,95,138
81,13,24,169,203,208
119,36,141,93,181,193
91,22,33,186,117,58
157,14,135,73,164,211
121,188,244,250,121,56
156,238,215,122,172,84
128,232,52,26,71,35
154,221,111,141,70,141
194,229,214,75,148,123
46,44,188,180,242,115
57,221,254,245,80,41
0,132,104,20,174,66
48,186,87,146,152,78
199,203,174,199,40,174
220,80,173,104,144,198
86,158,248,103,40,207
220,95,133,105,12,134
105,244,254,113,56,61
174,198,88,174,249,208
168,244,144,89,54,137
239,101,114,151,133,198
76,150,251,246,104,161
126,81,36,56,173,166
208,217,236,157,242,247
81,201,80,183,96,147
87,22,240,90,105,137
158,125,127,60,68,30
106,163,62,1,126,48
36,55,133,167,76,153
211,247,244,225,65,59
34,46,189,84,162,64
49,90,7,161,144,201
62,159,110,39,22,181
218,99,21,159,122,31
20,147,26,54,251,151
104,174,86,80,184,120
146,204,214,207,252,111
128,110,140,14,165,225
161,147,57,62,254,238
40,42,180,68,3,42
160,124,1,12,96,41
239,4,114,152,173,199
208,214,196,156,110,183
110,163,86,161,112,97
37,143,45,157,156,223
95,125,17,20,74,170
43,0,20,56,2,38
192,85,238,8,18,177
66,195,162,78,105,91
190,97,170,63,56,22
30,194,115,46,93,252
185,80,114,224,141,203
21,215,58,20,94,146
41,38,212,109,236,46
210,228,172,203,176,255
43,152,28,47,195,100
134,119,180,253,75,56
67,62,202,126,47,28
52,155,103,55,183,223
75,69,19,50,138,255
197,8,6,137,64,229
98,27,135,83,172,208
232,252,154,88,119,153
205,79,247,195,129,70
108,34,254,229,72,43
131,68,44,114,164,237
193,186,214,58,140,118
133,237,100,146,199,182
206,203,111,175,54,136
159,101,87,23,128,90
76,9,155,225,127,163
36,9,125,161,100,89
39,169,237,200,114,215
77,204,83,215,232,228
66,91,170,89,168,25
248,67,240,202,97,159
31,63,27,30,27,187
51,170,191,232,2,2
64,80,90,8,137,145
85,126,160,4,33,0
165,40,17,140,66,189
234,66,82,26,88,211
153,220,239,245,122,129
4,132,40,180,164,83
49,168,255,184,88,10
201,193,15,118,41,149
116,126,5,44,48,140
231,149,251,206,16,167
178,145,203,198,183,38
227,93,235,113,82,53
160,215,25,28,91,235
105,162,54,121,87,124
224,84,123,8,44,185
68,242,226,185,203,66
247,50,73,95,219,97
5,183,40,155,92,87
177,104,75,166,75,41
251,60,112,190,109,146
62,222,214,45,44,116
204,237,63,250,206,0
143,176,21,139,130,29
44,83,76,232,243,250
89,224,153,243,23,241
250,65,176,154,59,151
150,174,78,96,187,191
18,170,26,192,19,142
2,237,176,74,219,139
13,173,57,216,206,245
223,169,21,8,106,9
78,17,99,178,167,107
193,214,38,52,117,247
45,17,92,202,161,127
1,36,24,45,163,196
217,102,189,231,226,83
195,88,230,113,219,253
181,160,91,25,9,187
233,122,162,100,129,95
180,33,11,37,41,61
140,110,93,238,185,82
162,224,193,75,30,35
59,53,126,191,4,34
24,165,83,209,128,228
188,27,178,99,171,223
104,37,22,69,138,122
157,28,135,75,116,211
53,60,255,14,120,25
188,195,250,126,96,156
63,23,102,26,87,243
152,65,239,202,50,135
23,196,218,70,189,154
226,95,139,89,13,49
233,207,178,119,139,221
77,37,67,205,130,103
220,95,197,105,6,134
104,228,254,91,184,57
170,198,248,14,232,193
170,94,56,25,54,195
239,110,98,150,191,70
98,18,255,82,200,16
207,66,159,146,71,14
218,217,173,141,248,221
208,221,84,157,64,55
66,7,82,80,208,216
156,157,215,119,84,85
80,40,0,132,64,20
170,2,48,16,87,130
136,76,69,75,234,131
34,4,125,80,172,64
144,234,22,154,18,103
146,223,206,205,7,175
200,200,135,95,84,209
16,60,170,134,112,4
253,128,184,92,18,201
98,207,103,79,151,211
142,68,237,186,186,218
130,141,132,69,220,170
149,112,6,5,128,240
156,25,151,99,254,87
96,56,87,6,200,88
239,73,218,147,117,134
245,28,233,11,122,105
52,158,111,55,62,159
94,39,17,53,218,175
21,128,154,28,23,147
98,78,247,91,169,81
168,96,184,79,18,203
154,207,47,143,156,141
143,117,221,149,21,94
10,1,49,16,47,170
132,136,4,181,64,179
2,19,248,82,224,200
203,31,95,59,17,30
186,171,34,128,61,68
6,66,160,250,65,24
154,43,215,148,36,78
37,171,181,152,43,31
196,59,6,166,184,225
226,219,51,77,191,243
218,1,229,144,51,158
135,239,36,194,157,190
71,90,58,209,150,140
190,101,242,63,145,214
14,180,113,163,45,185
124,218,228,125,139,172
93,40,233,76,90,99
233,159,98,127,23,92
26,81,99,152,167,111
209,214,132,180,100,179
47,179,252,139,224,117
35,13,13,121,201,196
247,118,185,85,98,224
7,75,0,211,56,28
254,195,120,46,116,196
189,62,178,78,35,219
181,101,171,7,152,56
207,198,223,134,237,12
234,201,250,15,112,145
149,150,190,30,98,51
63,87,254,16,64,50
138,7,197,16,198,138
158,229,7,43,136,220
45,93,100,193,71,190
34,202,53,79,23,3
154,88,111,153,206,143
247,165,129,73,156,35
127,101,116,23,133,34
76,141,91,245,193,161
22,57,42,118,236,29
106,227,70,11,114,241
53,201,175,23,120,154
84,215,152,60,79,198
107,134,254,44,232,52
250,71,56,154,222,215
141,44,77,204,235,215
250,36,64,149,170,22
24,18,115,194,221,230
77,83,251,192,224,166
27,17,243,186,177,234
131,178,4,107,208,174
36,144,181,182,147,27
102,251,183,232,171,66
80,50,88,135,217,212
197,244,62,145,38,38
173,245,224,209,19,28
170,251,112,8,181,129
83,28,32,251,101,24
183,139,211,77,36,243
205,185,231,218,243,197
137,230,157,115,231,69
227,210,147,100,198,247
190,233,74,42,99,20
31,122,35,20,149,122
54,4,151,112,182,85
147,120,30,244,195,41
62,124,110,60,110,182
110,163,126,161,116,33
37,37,45,141,140,221
221,253,85,80,64,0
138,0,21,16,2,10
128,81,4,8,168,161
80,81,32,136,173,21
80,202,0,159,16,23
26,130,91,132,89,172
169,248,240,112,217,141
157,253,223,80,85,16
136,10,149,65,6,2
40,240,84,89,136,41
253,68,112,66,173,138
64,221,26,29,75,147
67,46,242,124,169,220
112,117,109,141,6,221
200,237,87,90,192,81
142,8,189,177,82,91
160,217,169,29,248,107
80,206,48,159,183,151
11,78,89,51,185,239
234,242,130,9,196,81
118,168,165,96,81,135
8,188,217,82,125,224
220,83,29,104,251,70
88,178,249,211,200,244
231,89,59,209,238,164
178,161,179,193,59,230
46,163,244,161,97,49
39,47,173,220,136,213
117,92,5,1,96,136
39,21,69,218,2,149
144,70,30,138,243,37
9,253,137,112,93,101
137,71,157,98,207,71
79,146,211,142,204,237
175,250,216,128,141,212
21,212,34,20,37,82
37,128,213,156,28,31
99,99,23,119,122,85
84,152,0,55,192,7
70,0,210,240,28,201
131,127,124,116,20,109
34,46,205,84,175,192
48,134,7,148,240,206
57,159,182,255,11,104
25,54,67,239,122,98
148,159,70,55,18,247
90,201,81,143,96,189
151,18,94,90,217,57
141,238,253,210,168,84
192,72,62,11,70,49
50,247,175,201,72,135
99,84,215,112,60,85
134,104,28,254,67,120
58,116,198,157,62,231
78,43,211,180,36,235
37,186,61,154,150,95
134,121,12,252,233,248
122,112,204,157,159,247
95,1,81,24,32,171
197,16,38,138,133,229
4,147,136,182,237,83
106,192,246,14,25,113
179,229,187,227,154,163
111,129,118,140,37,101
229,135,147,156,206,239
127,170,148,8,6,33
64,245,34,25,13,83
233,192,226,118,27,93
115,177,69,235,162,146
41,70,212,98,236,47
74,228,147,11,182,249
43,104,236,54,90,231
121,139,212,253,36,56
77,166,203,217,239,37
242,157,145,199,94,182
209,35,108,173,118,240
197,105,158,134,127,36
252,29,184,99,90,207
113,143,149,189,142,26
93,179,153,91,239,225
162,131,57,68,126,226
172,43,64,228,50,27
167,211,169,196,232,118
186,77,98,155,199,71
166,210,201,236,207,114
255,149,200,14,23,65
178,82,59,216,214,165
220,97,149,111,62,6
158,48,231,55,155,223
79,165,19,137,138,237
125,10,196,73,14,171
105,160,54,121,7,124
232,212,122,92,44,153
100,247,231,185,67,202
226,103,11,95,217,49
5,239,168,146,136,86
197,72,110,131,78,164
115,161,173,233,56,210
110,220,222,173,125,32
196,77,30,171,203,32
39,61,5,222,72,149
59,86,14,176,113,163
141,185,109,218,230,213
139,236,29,34,227,77
75,115,195,53,230,127
19,252,26,224,99,139
15,109,57,150,206,254
111,168,62,136,70,37
74,245,131,9,28,121
107,108,230,54,251,247
104,161,86,81,32,120
173,12,208,201,252,159
112,119,21,141,90,29
193,147,86,62,240,118
41,141,116,125,197,44
86,140,232,101,250,79
144,155,142,151,173,166
72,217,251,93,240,177
81,147,160,190,233,18
42,106,212,30,12,35
49,229,127,179,132,11
236,161,34,241,45,73
172,195,120,254,116,216
61,61,198,78,86,251
184,104,170,206,80,15
184,129,138,212,61,12
38,73,229,251,115,144
181,238,147,18,166,250
193,232,142,50,85,183
216,27,69,195,178,150
107,198,126,38,252,53
232,103,18,79,218,219
133,141,172,157,216,247
85,217,80,21,224,130
19,20,82,250,40,200
148,95,86,41,16,116
106,141,46,5,204,176
151,243,150,65,238,122
50,188,151,194,118,70
93,122,249,68,136,226
181,91,67,1,178,120
59,220,198,165,126,225
132,43,60,164,62,113
166,61,185,246,90,241
121,137,164,253,121,184
68,250,202,184,143,2
213,152,76,31,203,227
7,35,120,221,116,221
69,61,66,142,66,69
186,90,154,153,135,135
252,204,192,127,254,12
0,49,224,7,179,0
203,248,31,32,195,29
30,123,75,60,179,62
115,254,61,224,54,83
7,120,248,212,216,220
61,221,102,85,71,248
2,192,192,78,30,11
179,49,43,255,172,32
8,229,1,91,136,33
173,69,56,194,142,222
69,173,58,152,206,135
223,164,197,9,190,137
122,37,100,149,135,182
28,203,115,127,53,244
31,17,35,26,173,123
128,196,172,30,176,227
35,155,125,111,180,70
139,42,229,60,11,142
97,45,191,44,218,28
253,147,120,94,244,201
41,63,108,110,22,238
178,106,163,222,1,101
48,39,143,133,205,140
151,221,246,69,81,122
128,164,132,17,180,162
187,49,66,191,162,66
9,90,81,97,152,167
63,209,222,4,181,48
179,15,147,249,142,224
253,171,24,88,59,201
198,167,118,225,213,107
52,6,63,32,246,29
25,115,75,229,243,35
145,253,110,176,70,163
138,225,109,11,38,201
61,239,110,82,150,184
198,98,222,255,77,40
19,204,66,231,234,75
194,27,38,83,189,248
234,80,218,24,157,147
215,94,228,81,43,168
172,40,80,228,72,155
171,87,168,48,72,71
139,74,205,51,15,207
249,135,128,252,204,24
127,227,204,3,103,224
119,195,13,70,121,194
252,246,72,121,123,76
228,179,251,179,224,171
227,16,35,122,133,116
132,133,52,180,143,51
53,159,255,31,0,27
